Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonal Tag,Supplier Lead Time (days),Product Rating,Return Rate,Stockout Indicator,Store Type,Customer Footfall
2022-02-06,S005,P0017,Clothing,East,276,68,73,150.17,77.58,44,Sunny,0,76.59,Winter,10,2.6,0.014,0,Small,776
2022-03-09,S005,P0016,Electronics,East,471,453,182,283.11,119.59,34,Rainy,1,120.26,Spring,11,5.0,0.042,0,Medium,59
2022-02-11,S003,P0006,Clothing,West,251,190,6,133.55,482.02,27,Cloudy,1,556.68,Winter,12,2.8,0.152,0,Medium,74
2022-06-18,S001,P0017,Clothing,East,324,49,13,211.8,185.64,37,Sunny,1,160.26,Autumn,14,2.9,0.109,0,Large,239
2022-01-09,S003,P0014,Toys,North,442,235,177,290.69,117.36,39,Snowy,1,117.42,Autumn,6,1.8,0.052,0,Medium,629
2022-03-03,S003,P0001,Toys,South,360,269,151,181.9,93.02,3,Cloudy,1,92.93,Summer,12,4.1,0.188,0,Medium,911
2022-02-01,S004,P0014,Toys,North,382,77,192,283.18,109.01,4,Cloudy,0,110.33,Spring,7,4.9,0.026,0,Large,934
2022-03-06,S003,P0020,Electronics,West,224,59,91,117.19,429.71,1,Sunny,0,381.62,Spring,9,4.4,0.188,0,Small,259
2022-05-03,S003,P0011,Electronics,West,500,478,39,294.16,99.17,48,Snowy,0,105.34,Winter,10,2.6,0.144,0,Medium,652
2022-04-19,S002,P0017,Groceries,South,236,182,84,242.4,408.35,36,Rainy,1,456.25,Autumn,8,3.6,0.175,0,Large,886
2022-01-09,S003,P0005,Groceries,East,321,195,29,233.11,237.77,38,Rainy,0,279.29,Spring,7,3.1,0.196,0,Medium,593
2022-04-24,S002,P0007,Toys,East,209,192,1,55.36,331.26,44,Cloudy,0,334.28,Summer,1,2.8,0.157,0,Large,805
2022-04-04,S003,P0015,Toys,East,415,160,48,107.73,38.65,0,Rainy,0,38.4,Winter,11,1.4,0.193,0,Medium,592
2022-04-10,S005,P0012,Clothing,South,71,62,173,244.69,70.92,44,Snowy,1,61.6,Autumn,11,4.4,0.026,0,Medium,302
2022-04-03,S001,P0020,Electronics,East,223,87,111,205.35,320.13,36,Sunny,1,308.82,Spring,10,4.2,0.043,0,Medium,767
2022-04-18,S001,P0015,Electronics,West,399,108,140,227.68,27.47,36,Snowy,0,22.58,Spring,9,4.5,0.119,0,Large,701
2022-06-04,S004,P0008,Toys,North,241,49,197,121.32,321.46,24,Snowy,1,333.67,Winter,9,3.2,0.096,0,Large,484
2022-02-21,S005,P0016,Electronics,East,306,263,157,107.53,203.13,11,Sunny,1,199.93,Autumn,2,4.0,0.007,0,Medium,500
2022-06-02,S005,P0011,Toys,East,493,420,92,277.4,451.46,40,Sunny,1,526.78,Spring,12,4.9,0.084,0,Small,472
2022-06-14,S005,P0004,Toys,West,373,37,112,253.8,326.94,14,Snowy,0,370.72,Spring,6,2.0,0.001,0,Medium,802
2022-06-07,S005,P0004,Electronics,South,395,371,47,254.46,307.7,14,Rainy,1,282.21,Winter,8,4.6,0.037,0,Medium,772
2022-01-14,S005,P0011,Clothing,East,82,3,160,100.76,228.79,37,Cloudy,0,258.71,Summer,9,4.6,0.13,0,Small,532
2022-02-20,S004,P0010,Clothing,South,350,226,68,153.17,222.32,20,Cloudy,0,194.48,Summer,1,2.7,0.158,0,Large,290
2022-06-29,S004,P0017,Electronics,West,432,241,87,65.12,361.73,11,Sunny,1,382.82,Summer,3,2.0,0.113,0,Small,607
2022-05-22,S005,P0012,Electronics,South,302,162,17,119.66,405.7,7,Cloudy,0,386.07,Autumn,5,3.7,0.021,0,Small,783
2022-04-19,S003,P0010,Electronics,North,466,52,1,225.55,361.99,23,Cloudy,0,383.8,Summer,5,3.4,0.176,0,Large,863
2022-04-20,S001,P0010,Clothing,West,72,30,200,137.44,478.3,41,Cloudy,0,434.51,Autumn,7,2.4,0.132,0,Large,767
2022-02-24,S004,P0010,Groceries,North,494,17,115,156.98,118.68,40,Cloudy,0,111.57,Winter,11,2.6,0.125,0,Large,902
2022-03-07,S002,P0017,Clothing,South,430,363,171,93.62,133.96,26,Rainy,1,155.34,Winter,7,4.9,0.049,0,Medium,459
2022-06-21,S005,P0003,Clothing,North,62,9,93,232.16,30.31,4,Snowy,0,27.26,Winter,4,4.4,0.01,0,Small,304
2022-04-11,S004,P0004,Electronics,North,210,198,179,283.3,400.02,2,Sunny,0,401.72,Autumn,11,1.8,0.033,0,Large,511
2022-06-19,S001,P0005,Electronics,North,286,257,79,234.67,213.08,27,Rainy,1,238.38,Summer,13,2.5,0.045,0,Medium,632
2022-06-29,S003,P0005,Groceries,North,144,137,143,145.65,81.9,23,Sunny,1,97.82,Spring,10,1.5,0.065,0,Large,386
2022-02-07,S001,P0017,Electronics,West,135,115,96,63.27,468.1,0,Rainy,0,478.09,Spring,5,1.2,0.017,0,Medium,763
2022-05-09,S001,P0011,Clothing,North,242,65,60,180.15,361.51,5,Sunny,0,338.03,Autumn,2,4.7,0.162,0,Medium,665
2022-03-02,S004,P0015,Clothing,North,264,204,13,245.61,107.74,21,Cloudy,0,86.27,Autumn,6,4.2,0.005,0,Small,177
2022-02-10,S005,P0019,Toys,East,436,411,17,149.05,446.37,22,Cloudy,0,389.9,Summer,4,3.0,0.193,0,Small,400
2022-04-26,S003,P0009,Groceries,West,367,202,154,199.43,368.2,21,Snowy,1,407.27,Autumn,3,3.9,0.042,0,Large,456
2022-06-18,S005,P0001,Electronics,South,374,186,73,271.86,95.41,49,Sunny,1,104.24,Winter,11,4.5,0.023,0,Small,847
2022-04-20,S001,P0013,Clothing,East,314,216,37,236.48,56.86,14,Snowy,0,62.5,Spring,9,3.8,0.073,0,Small,343
2022-01-05,S001,P0003,Clothing,East,464,20,21,227.23,165.76,3,Snowy,1,181.0,Autumn,11,3.3,0.053,0,Medium,805
2022-02-18,S004,P0007,Electronics,South,339,4,65,213.61,324.62,23,Sunny,1,325.84,Autumn,9,1.1,0.044,0,Small,585
2022-02-20,S001,P0012,Toys,West,371,190,147,281.47,264.88,34,Sunny,0,247.42,Summer,7,4.6,0.166,0,Medium,145
2022-06-04,S001,P0020,Electronics,East,260,180,189,169.13,26.99,25,Rainy,1,23.52,Autumn,1,1.2,0.112,0,Small,656
2022-03-07,S001,P0015,Groceries,East,264,127,23,68.73,21.84,33,Rainy,1,18.41,Summer,10,3.4,0.136,0,Small,877
2022-05-16,S003,P0006,Groceries,South,333,107,131,226.5,155.05,27,Snowy,0,149.79,Summer,10,4.7,0.047,0,Small,377
2022-05-28,S004,P0015,Groceries,West,197,155,100,181.14,485.6,42,Cloudy,0,474.72,Winter,8,4.8,0.104,0,Small,378
2022-06-17,S003,P0005,Clothing,West,466,39,88,270.89,161.07,32,Rainy,1,148.36,Autumn,5,4.6,0.138,0,Large,121
2022-02-25,S004,P0016,Groceries,South,140,133,117,82.44,85.15,41,Rainy,0,95.1,Winter,13,3.4,0.197,0,Medium,674
2022-05-31,S002,P0017,Clothing,East,250,137,62,215.73,404.01,43,Sunny,0,452.74,Spring,3,1.8,0.045,0,Small,643
2022-02-08,S005,P0008,Clothing,East,193,109,27,69.56,247.56,24,Snowy,1,289.6,Autumn,11,2.1,0.084,0,Large,396
2022-06-28,S003,P0009,Toys,East,500,43,75,70.25,460.97,41,Cloudy,1,510.44,Summer,11,3.2,0.072,0,Large,524
2022-02-18,S001,P0009,Groceries,North,197,123,96,145.83,404.03,47,Snowy,0,437.53,Spring,9,4.7,0.147,0,Medium,369
2022-05-08,S002,P0014,Electronics,South,292,1,37,210.74,144.85,3,Snowy,0,128.06,Winter,10,4.6,0.093,0,Small,632
2022-04-21,S003,P0003,Clothing,South,431,420,90,130.78,121.0,26,Rainy,0,107.51,Autumn,1,1.5,0.179,0,Large,691
2022-05-04,S002,P0008,Toys,West,110,0,90,84.77,351.13,49,Cloudy,1,299.44,Autumn,9,3.1,0.036,0,Large,123
2022-01-27,S005,P0020,Clothing,South,377,359,84,154.53,89.87,50,Snowy,0,89.26,Autumn,9,3.1,0.034,0,Large,584
2022-01-03,S001,P0004,Clothing,East,463,407,162,160.14,313.03,12,Snowy,0,281.63,Spring,4,1.4,0.107,0,Medium,170
2022-02-02,S004,P0001,Clothing,East,264,40,149,257.35,51.96,4,Rainy,0,49.11,Winter,12,1.3,0.124,0,Medium,499
2022-03-17,S002,P0008,Clothing,East,259,116,133,215.62,367.14,29,Sunny,0,411.44,Winter,4,3.5,0.11,0,Large,736
2022-04-10,S003,P0009,Clothing,North,363,276,132,209.09,275.89,29,Snowy,0,235.79,Winter,9,2.0,0.175,0,Large,808
2022-05-13,S002,P0017,Toys,South,385,87,137,211.88,42.82,27,Cloudy,0,38.03,Winter,4,3.1,0.178,0,Medium,791
2022-05-27,S002,P0005,Electronics,West,128,128,38,80.8,354.23,12,Snowy,1,374.57,Winter,3,4.6,0.084,0,Large,860
2022-04-05,S004,P0018,Clothing,South,58,28,193,208.84,209.89,5,Rainy,1,251.32,Autumn,13,1.2,0.128,0,Large,836
2022-06-22,S002,P0015,Electronics,East,465,396,150,247.9,345.57,16,Rainy,0,333.44,Autumn,9,1.1,0.033,0,Medium,585
2022-04-08,S005,P0011,Groceries,South,126,14,150,106.32,397.14,36,Snowy,0,348.69,Summer,3,4.1,0.011,0,Large,400
2022-03-14,S002,P0011,Groceries,East,278,229,190,63.5,202.43,20,Snowy,0,208.25,Winter,14,2.9,0.161,0,Large,387
2022-06-22,S005,P0005,Electronics,South,475,137,194,134.34,277.68,29,Rainy,0,296.65,Summer,1,1.6,0.184,0,Medium,65
2022-04-14,S003,P0001,Clothing,East,161,94,18,220.34,406.44,16,Snowy,0,404.65,Winter,2,4.1,0.137,0,Large,57
2022-06-05,S002,P0013,Groceries,South,260,211,129,273.04,193.89,3,Snowy,1,197.94,Winter,11,1.8,0.166,0,Small,62
2022-06-01,S004,P0019,Toys,North,466,308,131,170.15,187.37,42,Sunny,0,208.63,Summer,8,1.6,0.056,0,Medium,487
2022-05-14,S002,P0012,Clothing,East,280,25,101,126.73,13.73,44,Cloudy,1,15.74,Spring,5,4.6,0.008,0,Small,733
2022-02-02,S005,P0013,Electronics,West,456,92,46,234.17,184.81,31,Snowy,0,199.39,Winter,1,1.1,0.18,0,Medium,353
2022-02-09,S002,P0010,Electronics,West,82,64,1,275.02,404.41,2,Rainy,1,429.88,Winter,7,3.5,0.102,0,Large,826
2022-05-18,S002,P0015,Groceries,North,217,150,142,172.37,273.74,32,Cloudy,0,250.81,Autumn,1,4.3,0.187,0,Small,899
2022-03-20,S003,P0007,Electronics,North,397,173,93,175.77,423.37,4,Sunny,1,497.25,Winter,8,1.6,0.064,0,Large,180
2022-02-02,S002,P0018,Clothing,West,68,14,128,107.72,144.01,2,Snowy,0,144.68,Summer,14,3.9,0.105,0,Small,350
2022-03-16,S001,P0013,Toys,South,293,154,145,164.27,493.89,24,Cloudy,1,477.66,Spring,12,4.2,0.018,0,Medium,967
2022-04-11,S004,P0003,Clothing,West,216,2,77,244.54,447.25,38,Cloudy,1,516.0,Winter,7,4.8,0.072,0,Medium,998
2022-04-19,S003,P0017,Clothing,South,295,183,85,122.54,490.04,16,Snowy,1,483.55,Winter,5,2.9,0.194,0,Small,880
2022-01-11,S003,P0003,Toys,North,303,76,84,250.83,170.37,48,Rainy,1,156.86,Winter,9,2.2,0.056,0,Medium,156
2022-06-23,S002,P0008,Clothing,East,374,117,66,64.0,205.52,24,Sunny,0,219.23,Spring,1,4.7,0.174,0,Medium,203
2022-03-13,S004,P0005,Clothing,West,352,288,139,210.29,84.09,34,Snowy,0,83.44,Summer,1,3.0,0.144,0,Medium,578
2022-02-14,S004,P0001,Toys,West,55,20,195,104.65,152.81,13,Rainy,0,145.01,Autumn,14,1.5,0.164,0,Medium,799
2022-05-01,S002,P0011,Groceries,South,412,152,114,82.8,392.23,0,Sunny,0,332.55,Summer,14,1.9,0.071,0,Large,897
2022-05-13,S003,P0002,Toys,South,448,310,94,75.39,245.53,1,Rainy,1,241.55,Winter,4,4.9,0.17,0,Medium,302
2022-01-25,S004,P0020,Toys,North,146,126,17,144.21,439.78,40,Cloudy,1,372.81,Summer,7,3.4,0.067,0,Small,336
2022-02-26,S002,P0003,Clothing,North,350,14,38,282.59,179.49,46,Snowy,1,200.38,Spring,14,3.2,0.167,0,Small,776
2022-06-28,S002,P0016,Electronics,East,453,185,155,106.04,105.62,0,Snowy,1,105.58,Spring,6,4.4,0.016,0,Large,900
2022-03-11,S001,P0006,Clothing,North,399,336,195,171.79,213.62,39,Sunny,1,231.05,Summer,1,4.9,0.056,0,Medium,212
2022-06-03,S001,P0005,Electronics,West,325,107,16,160.47,217.59,37,Rainy,0,217.67,Winter,4,2.7,0.183,0,Medium,151
2022-03-10,S004,P0001,Electronics,East,283,164,62,90.12,372.69,22,Snowy,0,409.04,Spring,14,2.9,0.171,0,Medium,900
2022-05-08,S004,P0011,Toys,South,317,283,35,171.32,177.22,5,Rainy,0,173.94,Winter,8,4.7,0.162,0,Large,712
2022-04-16,S002,P0009,Groceries,West,155,14,164,222.02,381.63,11,Cloudy,0,385.72,Spring,4,2.5,0.171,0,Medium,756
2022-04-01,S004,P0007,Clothing,East,349,150,47,254.25,402.05,14,Rainy,1,414.66,Winter,2,2.8,0.15,0,Medium,747
2022-03-01,S001,P0015,Toys,West,313,126,117,140.31,473.6,22,Rainy,0,531.5,Spring,4,3.2,0.005,0,Large,216
2022-04-02,S001,P0011,Clothing,South,255,67,40,262.95,364.38,16,Cloudy,0,348.13,Autumn,10,3.4,0.121,0,Medium,642
2022-03-26,S005,P0017,Groceries,East,115,91,129,198.61,207.95,21,Cloudy,1,242.85,Summer,1,3.5,0.18,0,Medium,388
2022-05-30,S004,P0019,Toys,North,271,110,144,76.31,90.07,38,Snowy,0,97.6,Autumn,10,2.9,0.011,0,Small,687
2022-01-21,S003,P0008,Groceries,South,87,17,76,71.04,391.25,17,Rainy,0,458.18,Autumn,11,3.2,0.057,0,Small,316
2022-05-29,S001,P0017,Clothing,East,236,29,186,179.45,436.94,29,Rainy,0,444.65,Spring,14,2.3,0.175,0,Small,498
2022-03-03,S001,P0002,Toys,West,306,31,133,86.6,130.38,47,Rainy,1,108.21,Summer,2,4.7,0.068,0,Medium,75
2022-01-27,S004,P0015,Clothing,West,426,46,108,270.68,436.44,27,Sunny,1,355.25,Summer,3,3.5,0.15,0,Small,486
2022-06-08,S004,P0013,Groceries,East,74,50,111,65.57,419.33,18,Snowy,0,365.31,Autumn,5,3.0,0.007,0,Medium,885
2022-05-05,S001,P0013,Electronics,East,461,317,67,195.36,388.39,44,Rainy,1,327.31,Winter,6,3.3,0.107,0,Large,736
2022-03-05,S005,P0014,Toys,East,326,162,95,65.46,178.35,38,Sunny,0,198.07,Winter,3,3.9,0.038,0,Medium,73
2022-02-23,S003,P0002,Clothing,South,427,242,108,228.27,467.34,32,Sunny,0,403.57,Summer,3,3.0,0.013,0,Medium,245
2022-06-01,S002,P0002,Electronics,South,171,73,142,82.45,363.64,24,Rainy,1,411.28,Autumn,6,2.0,0.087,0,Medium,506
2022-01-23,S004,P0001,Electronics,North,306,199,90,62.37,193.32,29,Rainy,1,164.8,Winter,4,4.7,0.08,0,Small,661
2022-05-09,S001,P0014,Clothing,East,335,112,127,124.06,422.89,37,Cloudy,1,349.58,Spring,8,1.7,0.029,0,Medium,91
2022-06-18,S003,P0017,Groceries,North,140,135,115,95.43,366.63,11,Rainy,1,337.07,Autumn,10,4.3,0.125,0,Medium,330
2022-03-10,S002,P0009,Clothing,North,79,42,57,109.72,77.46,23,Snowy,1,83.93,Summer,1,3.3,0.192,0,Large,503
2022-04-21,S005,P0011,Clothing,North,479,110,78,204.21,330.37,7,Snowy,0,390.06,Winter,7,2.3,0.189,0,Medium,945
2022-04-24,S003,P0012,Electronics,West,65,56,173,115.05,431.26,33,Cloudy,0,512.08,Winter,6,3.5,0.08,0,Large,439
2022-05-10,S003,P0013,Clothing,West,396,355,166,161.04,109.48,15,Snowy,1,115.05,Summer,10,4.6,0.078,0,Large,390
2022-01-25,S002,P0011,Toys,North,448,338,131,275.09,120.15,30,Cloudy,0,121.88,Summer,5,2.4,0.182,0,Large,452
2022-05-17,S003,P0011,Electronics,North,206,101,41,288.16,311.31,24,Snowy,1,345.91,Winter,5,4.1,0.122,0,Medium,514
2022-05-07,S002,P0005,Groceries,North,251,93,167,181.37,358.64,50,Rainy,0,318.41,Winter,6,2.7,0.042,0,Small,591
2022-01-21,S002,P0015,Toys,West,431,44,23,58.9,328.55,6,Sunny,0,358.3,Winter,12,4.3,0.158,0,Medium,702
2022-02-20,S005,P0013,Groceries,South,353,311,61,107.69,111.63,26,Sunny,0,116.48,Spring,14,4.8,0.055,0,Large,141
2022-03-21,S003,P0018,Toys,East,487,407,59,295.42,250.93,41,Snowy,1,228.37,Winter,13,1.8,0.161,0,Small,103
2022-06-17,S002,P0010,Clothing,South,447,357,138,264.89,262.09,26,Cloudy,0,262.75,Summer,3,4.7,0.063,0,Small,971
2022-05-13,S005,P0017,Clothing,North,455,353,63,259.89,488.94,7,Snowy,0,561.63,Spring,3,4.9,0.072,0,Medium,700
2022-03-01,S005,P0016,Toys,West,360,343,188,219.02,73.68,11,Snowy,0,72.06,Autumn,7,2.0,0.19,0,Small,154
2022-02-08,S002,P0003,Groceries,East,87,51,154,249.05,480.68,32,Snowy,1,437.82,Spring,12,3.0,0.161,0,Large,663
2022-02-25,S005,P0013,Toys,East,323,252,79,212.55,205.94,48,Rainy,1,239.42,Autumn,2,4.4,0.138,0,Large,560
2022-01-19,S005,P0004,Electronics,East,493,260,135,157.38,45.67,15,Rainy,0,52.3,Spring,9,2.9,0.001,0,Small,551
2022-03-30,S001,P0020,Electronics,North,135,51,97,194.16,317.29,25,Rainy,0,288.83,Winter,8,2.0,0.04,0,Medium,332
2022-06-05,S002,P0001,Groceries,West,241,93,11,110.4,442.7,44,Sunny,0,524.17,Spring,1,4.6,0.095,0,Small,683
2022-03-11,S005,P0019,Clothing,West,461,63,154,61.8,12.01,19,Snowy,1,13.95,Summer,11,3.8,0.042,0,Large,113
2022-05-07,S002,P0016,Clothing,West,226,20,139,242.04,44.74,22,Cloudy,0,51.39,Summer,13,4.1,0.158,0,Small,167
2022-03-31,S005,P0005,Electronics,East,310,246,7,209.75,363.6,28,Rainy,0,313.42,Winter,12,3.0,0.016,0,Small,335
2022-06-25,S004,P0003,Electronics,North,91,53,164,240.84,46.17,37,Cloudy,0,40.67,Spring,11,4.7,0.158,0,Medium,954
2022-05-06,S001,P0019,Toys,East,109,72,193,75.88,208.44,21,Sunny,1,217.08,Winter,7,2.6,0.058,0,Medium,476
2022-06-02,S005,P0010,Clothing,West,177,157,164,132.8,194.97,29,Sunny,0,225.72,Autumn,8,3.2,0.113,0,Small,799
2022-06-21,S003,P0010,Clothing,South,251,131,190,291.24,88.97,12,Snowy,0,88.92,Autumn,1,2.3,0.033,0,Large,113
2022-04-28,S005,P0019,Groceries,East,277,89,42,131.06,397.47,36,Rainy,0,401.13,Spring,13,2.7,0.114,0,Medium,305
2022-06-15,S004,P0002,Electronics,South,492,81,80,88.49,23.52,32,Snowy,1,19.98,Autumn,12,1.9,0.148,0,Small,298
2022-01-08,S001,P0006,Electronics,West,428,353,160,218.07,499.64,34,Cloudy,1,580.0,Winter,13,4.3,0.161,0,Medium,302
2022-03-10,S004,P0011,Clothing,West,287,163,34,100.09,469.02,42,Snowy,1,532.11,Spring,12,3.5,0.129,0,Small,170
2022-04-22,S001,P0004,Electronics,North,120,116,2,152.04,382.61,26,Snowy,0,364.42,Winter,14,4.1,0.052,0,Large,431
2022-01-11,S001,P0001,Toys,South,339,302,6,235.63,134.16,38,Snowy,0,121.94,Spring,3,3.6,0.174,0,Small,800
2022-03-19,S002,P0010,Electronics,East,215,189,8,280.83,444.39,16,Rainy,0,526.72,Autumn,13,4.5,0.082,0,Large,218
2022-01-13,S004,P0020,Toys,East,236,214,149,177.82,148.24,14,Cloudy,1,135.55,Spring,9,1.9,0.197,0,Medium,742
2022-04-29,S001,P0008,Toys,West,251,99,192,243.97,264.41,2,Snowy,0,307.3,Spring,1,2.0,0.076,0,Large,716
2022-03-27,S005,P0020,Clothing,South,214,163,132,225.14,406.57,7,Snowy,1,466.2,Spring,14,3.7,0.001,0,Medium,833
2022-04-10,S002,P0001,Toys,North,243,169,145,278.35,236.21,33,Cloudy,1,244.54,Winter,4,2.3,0.158,0,Large,920
2022-01-27,S002,P0004,Groceries,East,346,311,139,50.67,357.45,24,Rainy,0,360.13,Autumn,1,1.6,0.065,0,Large,922
2022-06-15,S003,P0002,Groceries,South,428,423,174,198.04,486.49,21,Rainy,1,405.23,Autumn,13,4.5,0.027,0,Large,87
2022-04-01,S004,P0020,Groceries,North,199,34,97,188.09,15.32,36,Cloudy,1,12.75,Autumn,2,4.0,0.168,0,Large,437
2022-06-09,S003,P0019,Clothing,East,84,78,25,101.04,331.67,22,Cloudy,0,317.61,Spring,13,4.9,0.183,0,Small,774
2022-01-24,S003,P0017,Groceries,North,369,331,190,272.62,402.28,37,Sunny,1,325.83,Spring,8,4.2,0.062,0,Medium,175
2022-03-11,S003,P0007,Groceries,South,320,23,98,223.07,36.53,48,Snowy,0,30.88,Winter,10,3.0,0.166,0,Small,58
2022-04-04,S002,P0018,Clothing,West,247,160,12,261.51,217.54,21,Cloudy,0,206.9,Spring,1,2.0,0.139,0,Large,518
2022-06-10,S005,P0013,Groceries,South,159,72,106,69.7,80.75,23,Rainy,0,64.82,Winter,14,3.5,0.019,0,Medium,147
2022-05-07,S002,P0018,Clothing,East,394,394,92,126.97,375.11,6,Snowy,0,392.64,Summer,10,1.1,0.192,0,Large,862
2022-01-08,S001,P0012,Clothing,South,357,191,132,252.89,481.32,44,Rainy,1,577.32,Summer,14,4.1,0.131,0,Medium,484
2022-04-11,S005,P0004,Toys,North,104,96,129,159.9,478.61,11,Snowy,1,521.15,Summer,13,2.9,0.136,0,Large,600
2022-05-04,S005,P0005,Electronics,West,355,309,69,246.15,472.26,35,Sunny,0,469.44,Summer,6,1.8,0.047,0,Small,759
2022-02-01,S001,P0010,Groceries,East,312,202,97,86.21,370.35,27,Rainy,0,400.86,Summer,13,2.3,0.045,0,Medium,658
2022-05-07,S005,P0002,Groceries,North,385,202,149,180.84,498.35,18,Snowy,1,529.49,Winter,8,3.5,0.179,0,Medium,604
2022-04-12,S005,P0014,Groceries,North,377,244,79,172.77,255.01,36,Cloudy,1,241.94,Winter,14,3.0,0.152,0,Large,187
2022-02-20,S001,P0013,Clothing,South,345,53,64,197.16,154.46,6,Sunny,0,133.11,Spring,10,3.0,0.134,0,Medium,609
2022-03-18,S003,P0009,Clothing,South,384,236,70,184.47,248.68,42,Snowy,1,288.85,Winter,6,3.6,0.029,0,Medium,482
2022-06-20,S005,P0007,Clothing,West,478,301,186,117.02,228.58,32,Rainy,1,267.27,Winter,13,2.8,0.178,0,Medium,240
2022-04-03,S002,P0006,Groceries,East,149,110,83,91.04,138.8,0,Cloudy,1,114.72,Spring,6,2.5,0.098,0,Small,955
2022-02-17,S001,P0006,Electronics,South,436,279,57,73.82,45.77,28,Sunny,0,40.55,Summer,14,3.0,0.101,0,Medium,731
2022-01-29,S004,P0004,Electronics,North,438,410,54,56.83,134.57,7,Sunny,0,113.92,Spring,5,4.7,0.171,0,Large,647
2022-04-26,S003,P0015,Electronics,North,457,181,38,136.69,110.77,28,Rainy,1,131.89,Winter,4,1.5,0.012,0,Large,162
2022-02-16,S004,P0019,Toys,West,490,223,142,232.44,191.81,11,Rainy,0,171.94,Summer,7,1.2,0.005,0,Medium,619
2022-04-30,S002,P0008,Clothing,South,383,358,2,232.07,286.54,33,Sunny,1,254.14,Spring,2,2.8,0.09,0,Medium,384
2022-05-05,S002,P0003,Clothing,South,347,257,19,112.9,76.21,19,Snowy,0,80.71,Winter,8,2.5,0.111,0,Medium,789
2022-01-29,S002,P0010,Electronics,North,430,337,127,147.93,80.66,45,Rainy,0,84.34,Summer,13,4.9,0.161,0,Medium,847
2022-05-16,S004,P0014,Groceries,West,91,60,102,230.97,147.56,7,Snowy,0,127.74,Spring,1,5.0,0.155,0,Medium,672
2022-06-29,S003,P0012,Groceries,South,290,238,172,158.95,89.97,6,Snowy,1,97.32,Winter,11,2.9,0.039,0,Small,75
2022-06-05,S005,P0004,Groceries,North,460,425,115,278.59,33.27,29,Sunny,0,27.87,Spring,10,2.5,0.001,0,Large,364
2022-06-21,S002,P0019,Clothing,South,248,26,128,210.29,73.98,47,Sunny,1,68.24,Summer,13,2.5,0.057,0,Medium,539
2022-04-23,S004,P0010,Toys,East,442,234,135,88.26,477.95,10,Snowy,0,399.15,Winter,5,3.0,0.021,0,Medium,935
2022-02-22,S001,P0019,Electronics,South,95,3,0,91.1,226.49,13,Rainy,1,233.64,Summer,11,2.0,0.06,0,Large,612
2022-05-07,S003,P0001,Toys,West,354,343,190,222.61,243.08,12,Cloudy,0,249.37,Summer,3,1.9,0.029,0,Medium,988
2022-04-17,S001,P0010,Clothing,West,379,14,131,174.94,327.63,8,Cloudy,0,370.63,Spring,5,1.3,0.105,0,Large,846
2022-01-12,S004,P0016,Toys,South,437,425,109,269.12,343.57,6,Snowy,1,334.15,Winter,3,1.8,0.143,0,Large,194
2022-03-19,S004,P0004,Toys,South,268,174,149,110.31,108.42,9,Sunny,0,114.12,Autumn,7,2.4,0.073,0,Medium,437
2022-01-03,S001,P0014,Clothing,South,181,108,91,102.29,231.01,4,Sunny,0,194.52,Autumn,4,2.6,0.178,0,Small,797
2022-04-17,S003,P0012,Groceries,South,418,71,128,200.94,322.8,31,Sunny,0,331.58,Winter,11,1.3,0.04,0,Medium,261
2022-06-24,S001,P0016,Electronics,East,328,18,168,232.85,346.82,49,Snowy,1,311.42,Summer,14,1.9,0.046,0,Small,159
2022-05-20,S003,P0011,Groceries,South,459,299,187,293.28,497.07,42,Cloudy,1,425.12,Autumn,7,1.1,0.161,0,Large,651
2022-06-24,S001,P0011,Toys,West,61,38,169,162.61,347.97,1,Rainy,1,289.04,Winter,3,1.2,0.159,0,Medium,277
2022-03-10,S005,P0009,Toys,North,142,1,106,232.26,360.81,0,Cloudy,0,337.42,Spring,8,1.0,0.009,0,Large,53
2022-04-17,S003,P0014,Electronics,North,289,172,44,186.15,352.13,25,Cloudy,1,323.69,Spring,5,3.3,0.13,0,Medium,428
2022-05-31,S001,P0014,Toys,East,149,40,188,192.43,114.42,7,Rainy,0,96.23,Spring,2,1.4,0.141,0,Small,96
2022-05-12,S001,P0010,Toys,South,268,185,188,155.48,135.62,16,Cloudy,0,134.43,Spring,12,1.9,0.146,0,Medium,577
2022-06-18,S005,P0005,Toys,East,380,240,107,244.48,177.76,28,Sunny,1,150.02,Autumn,10,3.3,0.098,0,Large,322
2022-03-17,S004,P0010,Groceries,North,319,151,76,144.65,174.65,8,Cloudy,0,203.14,Summer,8,4.4,0.09,0,Large,394
2022-03-22,S005,P0012,Toys,North,285,197,141,206.35,460.77,42,Sunny,0,387.15,Spring,9,2.4,0.146,0,Small,247
2022-05-22,S003,P0002,Toys,East,260,103,104,238.59,191.2,30,Rainy,1,217.55,Autumn,4,1.1,0.193,0,Small,478
2022-02-16,S001,P0017,Groceries,North,233,146,27,54.68,177.83,31,Cloudy,0,176.01,Spring,6,2.1,0.062,0,Medium,305
2022-05-19,S004,P0013,Electronics,North,290,149,30,163.44,240.14,12,Cloudy,1,224.34,Summer,3,2.9,0.155,0,Small,491
2022-03-01,S005,P0011,Toys,West,119,68,109,96.63,182.76,49,Rainy,0,211.89,Spring,9,4.5,0.085,0,Medium,441
